ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Inflected_Forms
lote1237-1-248_clothtplaplap-1,,lote1237-1,248_clothtplaplap,maleŋa,maleŋa,m a l e ŋ a,likely < /male/ ‘cordyline plant’,Barlow2024,,,^ m a l e ŋ a $,default,
lote1237-1-249_wildfowl-1,,lote1237-1,249_wildfowl,mali,mali,m a l i,,Barlow2024,,,^ m a l i $,default,
lote1237-1-250_tosleep-1,,lote1237-1,250_tosleep,mamani,mamani,m a m a n i,likely < reduplication of /ma/ ‘to lie’,Barlow2024,,,^ m a m a n i $,default,
lote1237-1-251_baby-1,,lote1237-1,251_baby,mamau,mamau,m a m a u,,Barlow2024,,,^ m a m a u $,default,
lote1237-1-252_toweave-1,,lote1237-1,252_toweave,man,man,m a n,cf. /sima/ ‘to sew’,Barlow2024,,,^ m a n $,default,man-ia
lote1237-1-253_onlyjust-1,,lote1237-1,253_onlyjust,mana,mana,m a n a,same form as ‘to float’,Barlow2024,,,^ m a n a $,default,
lote1237-1-254_tofloattoswimofanimals-1,,lote1237-1,254_tofloattoswimofanimals,mana,mana,m a n a,"same form as ‘only, just’; cf. /pasu/ ‘to swim’",Barlow2024,,,^ m a n a $,default,man~mana (reduplication)
lote1237-1-255_eel-1,,lote1237-1,255_eel,mania,mania,m a n i a,,Barlow2024,,,^ m a n i a $,default,
lote1237-1-256_rightcorrecttrue-1,,lote1237-1,256_rightcorrecttrue,manmanna,manmanna,m a n m a nː a,reduplication?,Barlow2024,,,^ m a n m a nn a $,default,
lote1237-1-257_crocodile-1,,lote1237-1,257_crocodile,marehit,marehit,m a r e h i t,,Barlow2024,,,^ m a r e h i t $,default,
lote1237-1-258_dust-1,,lote1237-1,258_dust,maruxrue,maruxrue,m a r u x r u e,,Barlow2024,,,^ m a r u x r u e $,default,
lote1237-1-259_eye-1,,lote1237-1,259_eye,mata-,mata-,m a t a +,,Barlow2024,,,^ m a t a - $,default,"mata-k (1sg), mata-m (2sg), mata-na (3sg)"
lote1237-1-260_tearteardrop-1,,lote1237-1,260_tearteardrop,mata- ɛina,mata- ɛina,m a t a + + ɛ i n a,‘eye-POSS blood-3SG’,Barlow2024,,,^ m a t a - + ɛ i n a $,default,"mata-k ɛi-na (1sg), mata-m ɛi-na (2sg), mata-na ɛi-na (3sg)"
lote1237-1-261_sharp-1,,lote1237-1,261_sharp,matana,matana,m a t a n a,‘eye-3SG’,Barlow2024,,,^ m a t a n a $,default,
lote1237-1-262_dullblunt-1,,lote1237-1,262_dullblunt,matana ɛro,matana ɛro,m a t a n a + ɛ r o,‘eye-3SG NEG’,Barlow2024,,,^ m a t a n a + ɛ r o $,default,
lote1237-1-263_tobeafraidtofear-1,,lote1237-1,263_tobeafraidtofear,matau,matau,m a t a u,,Barlow2024,,,^ m a t a u $,default,matau-a
lote1237-1-264_tolivetobealive-1,,lote1237-1,264_tolivetobealive,maul,maul,m a u l,,Barlow2024,,,^ m a u l $,default,maul~ul (reduplication)
lote1237-1-265_chest-1,,lote1237-1,265_chest,mautu-,mautu-,m a u t u +,,Barlow2024,,,^ m a u t u - $,default,"mautu-k (1sg), mautu-m (2sg), mautu-na (3sg)"
lote1237-1-266_toshametobeashamedtofeelshamereflexive-1,,lote1237-1,266_toshametobeashamedtofeelshamereflexive,me,me,m e,,Barlow2024,,,^ m e $,default,"me-a, e-me-a iau (1sg), Ø-me-a i (3sg)"
lote1237-1-267_someoneapersonhumanbeing-1,,lote1237-1,267_someoneapersonhumanbeing,melɛ,melɛ,m e l ɛ,,Barlow2024,,,^ m e l ɛ $,default,
lote1237-1-268_skirtbarkloinclothformentpmalo-1,,lote1237-1,268_skirtbarkloinclothformentpmalo,melo,melo,m e l o,"cf. /ela/ ‘skirt, grass skirt for women’",Barlow2024,,,^ m e l o $,default,
lote1237-1-269_tostand-1,,lote1237-1,269_tostand,mes,mes,m e s,,Barlow2024,,,^ m e s $,default,
lote1237-1-270_heavy-1,,lote1237-1,270_heavy,mɛena,mɛena,m ɛ e n a,or /mɛe-na/ ‘heaviness-3SG’?,Barlow2024,,,^ m ɛ e n a $,default,
lote1237-1-271_husbandssistersisterinlaw-1,,lote1237-1,271_husbandssistersisterinlaw,mɛlɛi,mɛlɛi,m ɛ l ɛ i,,Barlow2024,,,^ m ɛ l ɛ i $,default,"lɛ-k mɛlɛi (1sg), na mɛlɛi (3sg)"
lote1237-1-272_tolaugh-1,,lote1237-1,272_tolaugh,mɛlmɛl,mɛlmɛl,m ɛ l m ɛ l,reduplication?,Barlow2024,,,^ m ɛ l m ɛ l $,default,
lote1237-1-273_1plexclpossessivesuffixour1plexclposs-1,,lote1237-1,273_1plexclpossessivesuffixour1plexclposs,-mɛm,-mɛm,+ m ɛ m,nominal suffix in direct possession constructions (for inalienably possessed nouns); follows possessive classifiers in indirect possession constructions (for alienably possessed nouns),Barlow2024,,,^ - m ɛ m $,default,
lote1237-1-274_totaketogettocarryinthehandtohold-1,,lote1237-1,274_totaketogettocarryinthehandtohold,mɛnɛ,mɛnɛ,m ɛ n ɛ,"possibly /mɛn-ɛ/; cf. /urɛ/ ‘to carry (on the head)’, /takis/ ‘to carry (on the shoulder)’, /raita/ ‘to hold’",Barlow2024,,,^ m ɛ n ɛ $,default,
lote1237-1-275_tobring-1,,lote1237-1,275_tobring,mɛnɛ at,mɛnɛ at,m ɛ n ɛ + a t,‘take come’,Barlow2024,,,^ m ɛ n ɛ + a t $,default,
lote1237-1-276_thin-1,,lote1237-1,276_thin,mɛnini,mɛnini,m ɛ n i n i,,Barlow2024,,,^ m ɛ n i n i $,default,
lote1237-1-277_howwhy-1,,lote1237-1,277_howwhy,mɛre,mɛre,m ɛ r e,also /pomɛre/,Barlow2024,,,^ m ɛ r e $,default,
lote1237-1-278_salt-1,,lote1237-1,278_salt,mɛsmɛs,mɛsmɛs,m ɛ s m ɛ s,reduplication?,Barlow2024,,,^ m ɛ s m ɛ s $,default,
lote1237-1-279_todietobedead-1,,lote1237-1,279_todietobedead,mɛte,mɛte,m ɛ t e,,Barlow2024,,,^ m ɛ t e $,default,
lote1237-1-280_tobehungry-1,,lote1237-1,280_tobehungry,mɛte a-,mɛte a-,m ɛ t e + a +,‘die POSS.ED-POSS’,Barlow2024,,,^ m ɛ t e + a - $,default,"e-mɛte a-k (1sg), Ø-mɛte a-na (3sg)"
lote1237-1-281_toitchtoscratchastransitive-1,,lote1237-1,281_toitchtoscratchastransitive,mɛxsisil,mɛxsisil,m ɛ x s i s i l,possibly a compound containing /sisil/ ‘urine’,Barlow2024,,,^ m ɛ x s i s i l $,default,mɛxsisil-ia
lote1237-1-282_hotwarm-1,,lote1237-1,282_hotwarm,milaŋ,milaŋ,m i l a ŋ,,Barlow2024,,,^ m i l a ŋ $,default,
lote1237-1-283_night-1,,lote1237-1,283_night,miliko,miliko,m i l i k o,,Barlow2024,,,^ m i l i k o $,default,
lote1237-1-284_clear-1,,lote1237-1,284_clear,miliŋliŋ,miliŋliŋ,m i l i ŋ l i ŋ,reduplication?,Barlow2024,,,^ m i l i ŋ l i ŋ $,default,
lote1237-1-285_island-1,,lote1237-1,285_island,mimio,mimio,m i m i o,,Barlow2024,,,^ m i m i o $,default,
lote1237-1-286_cassava-1,,lote1237-1,286_cassava,mioka,mioka,m i o k a,,Barlow2024,,,^ m i o k a $,default,
lote1237-1-287_meatflesh-1,,lote1237-1,287_meatflesh,mira-,mira-,m i r a +,,Barlow2024,,,^ m i r a - $,default,"mira-k (1sg), mira-m (2sg), mira-na (3sg)"
lote1237-1-288_1plexclsubjectprefix1plexcl-1,,lote1237-1,288_1plexclsubjectprefix1plexcl,mo-,mo-,m o +,verbal prefix; same form as the 2pl possessive suffix,Barlow2024,,,^ m o - $,default,
lote1237-1-289_2plpossessivesuffixyouryalls2plposs-1,,lote1237-1,289_2plpossessivesuffixyouryalls2plposs,-mo,-mo,+ m o,nominal suffix in direct possession constructions (for inalienably possessed nouns); follows possessive classifiers in indirect possession constructions (for alienably possessed nouns); same form as the 1pl.excl subject prefix,Barlow2024,,,^ - m o $,default,
lote1237-1-290_three3-1,,lote1237-1,290_three3,mol,mol,m o l,same form as ‘to fall (of rain)’,Barlow2024,,,^ m o l $,default,
lote1237-1-291_tofallofrain-1,,lote1237-1,291_tofallofrain,mol,mol,m o l,same form as ‘three’; cf. /losio/ ‘to fall down’,Barlow2024,,,^ m o l $,default,
lote1237-1-292_yam-1,,lote1237-1,292_yam,momo,momo,m o m o,,Barlow2024,,,^ m o m o $,default,
lote1237-1-293_sweet-1,,lote1237-1,293_sweet,monmona,monmona,m o n m o n a,reduplication?,Barlow2024,,,^ m o n m o n a $,default,"monmona-ŋa- (nominalization, ‘fat, grease’)"
lote1237-1-294_fatgrease-1,,lote1237-1,294_fatgrease,monmonaŋa-,monmonaŋa-,m o n m o n a ŋ a +,‘sweet-NMLZ-POSS’,Barlow2024,,,^ m o n m o n a ŋ a - $,default,"monmonaŋa-k (1sg), monmonaŋa-na (3sg)"
lote1237-1-295_bagwovenbagmadeofwovenvines-1,,lote1237-1,295_bagwovenbagmadeofwovenvines,monri,monri,m o n r i,"[mondri]; the bag is hard, not considered to be a ‘bilum’ (TP for ‘net bag, string bag’)",Barlow2024,,,^ m o n r i $,default,
lote1237-1-296_againtogobacktoreturnreflexivemarkerselfselvesrefl-1,,lote1237-1,296_againtogobacktoreturnreflexivemarkerselfselvesrefl,mulɛ,mulɛ,m u l ɛ,"as reflexive marker, follows main verb and precedes object (= subject)",Barlow2024,,,^ m u l ɛ $,default,
lote1237-1-297_shadowshade-1,,lote1237-1,297_shadowshade,mulil,mulil,m u l i l,,Barlow2024,,,^ m u l i l $,default,
lote1237-1-298_mucussnot-1,,lote1237-1,298_mucussnot,muluta,muluta,m u l u t a,cf. /ulut/ ‘spit’,Barlow2024,,,^ m u l u t a $,default,"lɛ-k muluta (1sg), lɛ-m muluta (2sg), na muluta (3sg)"
lote1237-1-299_blackdirty-1,,lote1237-1,299_blackdirty,muna,muna,m u n a,,Barlow2024,,,^ m u n a $,default,
lote1237-1-300_pluralmarkerpl-1,,lote1237-1,300_pluralmarkerpl,mur,mur,m u r,postnominal,Barlow2024,,,^ m u r $,default,
lote1237-1-301_full-1,,lote1237-1,301_full,muta,muta,m u t a,,Barlow2024,,,^ m u t a $,default,
lote1237-1-302_tovomit-1,,lote1237-1,302_tovomit,mutmuta,mutmuta,m u t m u t a,reduplication?,Barlow2024,,,^ m u t m u t a $,default,
lote1237-1-303_fog-1,,lote1237-1,303_fog,muxmua,muxmua,m u x m u a,,Barlow2024,,,^ m u x m u a $,default,
lote1237-1-549_3sgpossessivesuffixhisherits3sgposs-1,,lote1237-1,549_3sgpossessivesuffixhisherits3sgposs,-na,-na,+ n a,nominal suffix in direct possession constructions (for inalienably possessed nouns); follows possessive classifiers in indirect possession constructions (for alienably possessed nouns); same form as the 3sg general possessive classifier,Barlow2024,,,^ - n a $,default,
lote1237-1-550_generalpossessiveclassifier3sgpossgen3sg-1,,lote1237-1,550_generalpossessiveclassifier3sgpossgen3sg,na,na,n a,allomorph of /lɛ-/ for 3sg possessors; used in indirect possession constructions; follows the possessor (genitive) and precedes the possessum (possessed); takes a possessive suffix indexing the person/number of the possessor; used with possessions that are not food- or drink-related; same form as the 3sg possessive suffix; also /nena/,Barlow2024,,,^ n a $,default,
lote1237-1-304_nitlouseegg-1,,lote1237-1,304_nitlouseegg,nai,nai,n a i,same form as ‘two’,Barlow2024,,,^ n a i $,default,nai nena (3sg)
lote1237-1-305_two2-1,,lote1237-1,305_two2,nai,nai,n a i,same form as ‘nit’,Barlow2024,,,^ n a i $,default,
lote1237-1-306_tolooktosee-2,,lote1237-1,306_tolooktosee,nau,nau,n a u,also /ɛs/,Barlow2024,,,^ n a u $,default,nau-ɛ
lote1237-1-307_wallaby-1,,lote1237-1,307_wallaby,neko,neko,n e k o,,Barlow2024,,,^ n e k o $,default,
lote1237-1-550_generalpossessiveclassifier3sgpossgen3sg-2,,lote1237-1,550_generalpossessiveclassifier3sgpossgen3sg,nena,nena,n e n a,allomorph of /lɛ-/ for 3sg possessors; used in indirect possession constructions; follows the possessor (genitive) and precedes the possessum (possessed); takes a possessive suffix indexing the person/number of the possessor; used with possessions that are not food- or drink-related; also /na/,Barlow2024,,,^ n e n a $,default,
lote1237-1-308_thatwhichrelativizerrel-1,,lote1237-1,308_thatwhichrelativizerrel,neŋe,neŋe,n e ŋ e,,Barlow2024,,,^ n e ŋ e $,default,
lote1237-1-309_if-1,,lote1237-1,309_if,neŋe teke,neŋe teke,n e ŋ e + t e k e,‘REL want’; also /teke/,Barlow2024,,,^ n e ŋ e + t e k e $,default,
lote1237-1-549_3sgpossessivesuffixhisherits3sgposs-2,,lote1237-1,549_3sgpossessivesuffixhisherits3sgposs,-nɛ,-nɛ,+ n ɛ,allomorph of /-na/ for /ɛ/-final stems; nominal suffix in direct possession constructions (for inalienably possessed nouns),Barlow2024,,,^ - n ɛ $,default,
lote1237-1-310_thisproximaldemonstrativeclosetospeaker-1,,lote1237-1,310_thisproximaldemonstrativeclosetospeaker,nɛi,nɛi,n ɛ i,,Barlow2024,,,^ n ɛ i $,default,
lote1237-1-311_thatmedialdemonstrativeclosetohearer-1,,lote1237-1,311_thatmedialdemonstrativeclosetohearer,nɛm,nɛm,n ɛ m,,Barlow2024,,,^ n ɛ m $,default,
lote1237-1-312_thatthatyonderdistaldemonstrativefarfrombothspeakerandhearer-1,,lote1237-1,312_thatthatyonderdistaldemonstrativefarfrombothspeakerandhearer,nɛu,nɛu,n ɛ u,,Barlow2024,,,^ n ɛ u $,default,
lote1237-1-313_bird-1,,lote1237-1,313_bird,niɛ,niɛ,n i ɛ,,Barlow2024,,,^ n i ɛ $,default,
lote1237-1-314_before-1,,lote1237-1,314_before,nike,nike,n i k e,,Barlow2024,,,^ n i k e $,default,
lote1237-1-315_oldthing-1,,lote1237-1,315_oldthing,nikeŋana,nikeŋana,n i k e ŋ a n a,‘before-ADJ’; cf. /tuauna/ ‘old (person)’,Barlow2024,,,^ n i k e ŋ a n a $,default,
lote1237-1-316_man-1,,lote1237-1,316_man,non,non,n o n,,Barlow2024,,,^ n o n $,default,
lote1237-1-317_oldman-1,,lote1237-1,317_oldman,non tuaunaŋana,non tuaunaŋana,n o n + t u a u n a ŋ a n a,‘man old-ADJ’,Barlow2024,,,^ n o n + t u a u n a ŋ a n a $,default,
lote1237-1-318_tohitwithastick-1,,lote1237-1,318_tohitwithastick,nos,nos,n o s,"cf. /pal/ ‘to hit, to beat, to strike’, /tamal/ ‘to throw (a stone); to hit, to pelt (as transitive)’",Barlow2024,,,^ n o s $,default,nos-ia
lote1237-1-319_tobathe-1,,lote1237-1,319_tobathe,nun,nun,n u n,"cf. /lomɛ/ ‘to wash, to clean, to wipe’",Barlow2024,,,^ n u n $,default,"hɛ-nun-ɛ (causative, ‘to make bathe, to bathe [someone]’)"
lote1237-1-320_inatonlocativeprepositionwithinstrumentalprepositionprep-1,,lote1237-1,320_inatonlocativeprepositionwithinstrumentalprepositionprep,ŋa,ŋa,ŋ a,same form as ‘soul’ and the nominalizing suffix; cf. /ŋe/,Barlow2024,,,^ ŋ a $,default,
lote1237-1-321_nominalizingsuffix-1,,lote1237-1,321_nominalizingsuffix,-ŋa,-ŋa,+ ŋ a,nominal suffix in direct possession constructions (for inalienably possessed nouns); follows possessive classifiers in indirect possession constructions (for alienably possessed nouns); same form as ‘soul’ and the general preposition,Barlow2024,,,^ - ŋ a $,default,
lote1237-1-322_soul-1,,lote1237-1,322_soul,ŋa-,ŋa-,ŋ a +,same form as the general preposition and the nominalizing suffix,Barlow2024,,,^ ŋ a - $,default,"ŋa-k (1sg), ŋa-m (2sg), ŋa-na (3sg)"
lote1237-1-187_where-2,,lote1237-1,187_where,ŋai,ŋai,ŋ a i,also /la ŋai/,Barlow2024,,,^ ŋ a i $,default,
lote1237-1-323_conch-1,,lote1237-1,323_conch,ŋalum,ŋalum,ŋ a l u m,,Barlow2024,,,^ ŋ a l u m $,default,
lote1237-1-324_adjectivizingsuffix-1,,lote1237-1,324_adjectivizingsuffix,-ŋana,-ŋana,+ ŋ a n a,"suffix for descriptive words, which follow head nouns; probably < /-ŋa/ ‘NMLZ’ + /-na/ ‘3SG.POSS’",Barlow2024,,,^ - ŋ a n a $,default,
lote1237-1-325_fruitberry-1,,lote1237-1,325_fruitberry,ŋanaŋa-,ŋanaŋa-,ŋ a n a ŋ a +,reduplication?,Barlow2024,,,^ ŋ a n a ŋ a - $,default,ŋanaŋa-na (3sg)
lote1237-1-326_toeattoburnfireassubject-1,,lote1237-1,326_toeattoburnfireassubject,ŋau,ŋau,ŋ a u,"often [ŋao]; cf. /mak/ ‘to burn (person as subject), to cook (with fire)’, /rau/ ‘to burn (intransitive), to be on fire’ /rɛmɛn/ ‘to light (of fire), to burn, to ignite’, /toŋo/ ‘to light a fire, to ignite’",Barlow2024,,,^ ŋ a u $,default,"ŋau-a, ŋau~ŋau (reduplication); ŋau-ŋa (nominalization, ‘food’)"
lote1237-1-327_food-1,,lote1237-1,327_food,ŋauŋa,ŋauŋa,ŋ a u ŋ a,‘eat-NMLZ’,Barlow2024,,,^ ŋ a u ŋ a $,default,
lote1237-1-328_vinesplarge-1,,lote1237-1,328_vinesplarge,ŋautou,ŋautou,ŋ a u t o u,possibly /ŋaotou/,Barlow2024,,,^ ŋ a u t o u $,default,
lote1237-1-329_inatonpersonalnameprepositionpreppnthancomparative-1,,lote1237-1,329_inatonpersonalnameprepositionpreppnthancomparative,ŋe,ŋe,ŋ e,a locative preposition used with personal names; a temporal preposition used with all kinds of objects; cf. /ŋa/,Barlow2024,,,^ ŋ e $,default,
lote1237-1-231_yesterday-2,,lote1237-1,231_yesterday,ŋe lona,ŋe lona,ŋ e + l o n a,‘PREP yesterday’,Barlow2024,,,^ ŋ e + l o n a $,default,
lote1237-1-551_when-1,,lote1237-1,551_when,ŋe ŋiŋiɛ,ŋe ŋiŋiɛ,ŋ e + ŋ i ŋ i ɛ,‘PREP when?’; also /ŋiŋiɛ/,Barlow2024,,,^ ŋ e + ŋ i ŋ i ɛ $,default,
lote1237-1-330_tomorrow-1,,lote1237-1,330_tomorrow,ŋe rou,ŋe rou,ŋ e + r o u,‘PREP tomorrow’,Barlow2024,,,^ ŋ e + r o u $,default,
lote1237-1-331_tosuckandchewsugarcane-1,,lote1237-1,331_tosuckandchewsugarcane,ŋɛs,ŋɛs,ŋ ɛ s,cf. /rira/ ‘to chew’,Barlow2024,,,^ ŋ ɛ s $,default,ŋɛs-ia
lote1237-1-332_tooth-1,,lote1237-1,332_tooth,ŋiŋi-,ŋiŋi-,ŋ i ŋ i +,reduplication?,Barlow2024,,,^ ŋ i ŋ i - $,default,"ŋiŋi-k (1sg), ŋiŋi-m (2sg), ŋiŋi-na (3sg)"
lote1237-1-551_when-2,,lote1237-1,551_when,ŋiŋiɛ,ŋiŋiɛ,ŋ i ŋ i ɛ,also /ŋe ŋiŋiɛ/,Barlow2024,,,^ ŋ i ŋ i ɛ $,default,
lote1237-1-333_2sgsubjectprefix2sg-1,,lote1237-1,333_2sgsubjectprefix2sg,o-,o-,o +,verbal prefix; same form as ‘top’,Barlow2024,,,^ o - $,default,
lote1237-1-334_topabove-1,,lote1237-1,334_topabove,o-,o-,o +,same form as the 2sg subject prefix; postnominal and with possessive marking can function with the meaning ‘above’,Barlow2024,,,^ o - $,default,o-na (3sg)
lote1237-1-335_yes-1,,lote1237-1,335_yes,oe,oe,o e,,Barlow2024,,,^ o e $,default,
lote1237-1-336_betelnutarecanuttpbuai-1,,lote1237-1,336_betelnutarecanuttpbuai,oio,oio,o i o,,Barlow2024,,,^ o i o $,default,
lote1237-1-337_nowemphaticmarkeremph-1,,lote1237-1,337_nowemphaticmarkeremph,ol,ol,o l,same form as ‘to buy’,Barlow2024,,,^ o l $,default,
lote1237-1-338_tobuy-1,,lote1237-1,338_tobuy,ol,ol,o l,same form as ‘now’,Barlow2024,,,^ o l $,default,ol-ia
lote1237-1-339_lizard-1,,lote1237-1,339_lizard,ole,ole,o l e,,Barlow2024,,,^ o l e $,default,
lote1237-1-340_tosqueezewetclothes-1,,lote1237-1,340_tosqueezewetclothes,olɛ,olɛ,o l ɛ,"possibly /ol-ɛ/; cf. /pip/ ‘to mash, to smash, to pound (banana), to squeeze (grated coconut)’",Barlow2024,,,^ o l ɛ $,default,
lote1237-1-341_spiritdream-1,,lote1237-1,341_spiritdream,opɛ-,opɛ-,o p ɛ +,,Barlow2024,,,^ o p ɛ - $,default,"opɛ-m (2sg), opɛ-nɛ (3sg)"
lote1237-1-342_paddle-1,,lote1237-1,342_paddle,oteŋa,oteŋa,o t e ŋ a,,Barlow2024,,,^ o t e ŋ a $,default,
lote1237-1-343_mansmothersbrotherschildcrosscousin-1,,lote1237-1,343_mansmothersbrotherschildcrosscousin,paɛn,paɛn,p a ɛ n,,Barlow2024,,,^ p a ɛ n $,default,"lɛ-k paɛn (1sg), lɛ-m paɛn (2sg), na paɛn (3sg), nena paɛn (3sg)"
lote1237-1-344_shellegofcoconutbetelnut-1,,lote1237-1,344_shellegofcoconutbetelnut,pai-,pai-,p a i +,,Barlow2024,,,^ p a i - $,default,"pai-na (3sg), pai-ria (3pl)"
lote1237-1-345_mosquito-1,,lote1237-1,345_mosquito,painin,painin,p a i n i n,possibly related to /inin/ ‘pain’,Barlow2024,,,^ p a i n i n $,default,
lote1237-1-346_coconut-1,,lote1237-1,346_coconut,paita,paita,p a i t a,possibly related to /pai-/ ‘shell’,Barlow2024,,,^ p a i t a $,default,
lote1237-1-347_needlemadefromthebonesofflyingfoxes-1,,lote1237-1,347_needlemadefromthebonesofflyingfoxes,pakeka,pakeka,p a k e k a,,Barlow2024,,,^ p a k e k a $,default,
lote1237-1-348_speartype-1,,lote1237-1,348_speartype,pakpaka,pakpaka,p a k p a k a,"cf. other types /kaliŋo/, /raliŋ/, and generic /io/",Barlow2024,,,^ p a k p a k a $,default,
lote1237-1-349_tohittobeattostrike-1,,lote1237-1,349_tohittobeattostrike,pal,pal,p a l,"cf. /nos/ ‘to hit (with a stick)’, /tamal/ ‘to throw (a stone); to hit, to pelt (as transitive)’",Barlow2024,,,^ p a l $,default,pal-ia
lote1237-1-350_knee-1,,lote1237-1,350_knee,pala-,pala-,p a l a +,,Barlow2024,,,^ p a l a - $,default,"pala-k (1sg), pala-m (2sg) pala-na (3sg)"
lote1237-1-351_big-1,,lote1237-1,351_big,palau,palau,p a l a u,also /soke/,Barlow2024,,,^ p a l a u $,default,palau-ŋana
lote1237-1-352_tofight-1,,lote1237-1,352_tofight,palhɛl,palhɛl,p a l h ɛ l,reciprocal form of /pal/ ‘to hit’,Barlow2024,,,^ p a l h ɛ l $,default,
lote1237-1-353_head-1,,lote1237-1,353_head,palpal-,palpal-,p a l p a l +,,Barlow2024,,,^ p a l p a l - $,default,"palpal-uk (1sg), palpal-um (2sg), palpan-na (3sg)"
lote1237-1-354_hairofthehead-1,,lote1237-1,354_hairofthehead,palpal- ina,palpal- ina,p a l p a l + + i n a,‘head-POSS leaf-3SG’,Barlow2024,,,^ p a l p a l - + i n a $,default,"palpal-uk i-na (1sg), palpal-um i-na (2sg), palpan-na i-na (3sg)"
lote1237-1-355_wideopentoopen-1,,lote1237-1,355_wideopentoopen,paŋpaŋa,paŋpaŋa,p a ŋ p a ŋ a,possibly /paŋpaŋ-a/; reduplication?,Barlow2024,,,^ p a ŋ p a ŋ a $,default,
lote1237-1-356_chicken-1,,lote1237-1,356_chicken,pareo,pareo,p a r e o,,Barlow2024,,,^ p a r e o $,default,
lote1237-1-357_toswim-1,,lote1237-1,357_toswim,pasu,pasu,p a s u,cf. /mana/ ‘to float; to swim (of animals)’,Barlow2024,,,^ p a s u $,default,
lote1237-1-358_backofthebody-1,,lote1237-1,358_backofthebody,pataŋa-,pataŋa-,p a t a ŋ a +,,Barlow2024,,,^ p a t a ŋ a - $,default,"pataŋa-k (1sg), pataŋa-m (2sg), pataŋa-na (3sg)"
lote1237-1-359_vegetablesptpaibika-1,,lote1237-1,359_vegetablesptpaibika,pau,pau,p a u,,Barlow2024,,,^ p a u $,default,
lote1237-1-360_andcoordinatingconjunctionwhensimultaneousactionconj-1,,lote1237-1,360_andcoordinatingconjunctionwhensimultaneousactionconj,pe,pe,p e,same form as the abbreviated irrealis marker,Barlow2024,,,^ p e $,default,
lote1237-1-194_irrealismarkerirr-2,,lote1237-1,194_irrealismarkerirr,pe,pe,p e,preverbal; abbreviated form of /lape/; same form as ‘and’,Barlow2024,,,^ p e $,default,
lote1237-1-361_sandbeach-1,,lote1237-1,361_sandbeach,peipei,peipei,p e i p e i,reduplication?,Barlow2024,,,^ p e i p e i $,default,
lote1237-1-362_house-1,,lote1237-1,362_house,pɛle,pɛle,p ɛ l e,,Barlow2024,,,^ p ɛ l e $,default,
lote1237-1-363_floor-1,,lote1237-1,363_floor,pɛle lete-,pɛle lete-,p ɛ l e + l e t e +,‘house inside-POSS’,Barlow2024,,,^ p ɛ l e + l e t e - $,default,pɛle lete-na (3sg)
lote1237-1-364_roof-1,,lote1237-1,364_roof,pɛle o-,pɛle o-,p ɛ l e + o +,‘house top-POSS’,Barlow2024,,,^ p ɛ l e + o - $,default,"pɛle o-na (3sg), pɛle o-ria (3pl)"
lote1237-1-365_elbowofthearm-1,,lote1237-1,365_elbowofthearm,pɛn- ana poŋe,pɛn- ana poŋe,p ɛ n + + a n a + p o ŋ e,‘arm-POSS POSS.ED?-3SG elbow’,Barlow2024,,,^ p ɛ n - + a n a + p o ŋ e $,default,pɛn-na ana poŋe (3sg)
lote1237-1-366_straight-1,,lote1237-1,366_straight,pɛŋpɛŋ,pɛŋpɛŋ,p ɛ ŋ p ɛ ŋ,reduplication?,Barlow2024,,,^ p ɛ ŋ p ɛ ŋ $,default,
lote1237-1-367_armhandbranch-1,,lote1237-1,367_armhandbranch,pɛr-,pɛr-,p ɛ r +,,Barlow2024,,,^ p ɛ r - $,default,"pɛr-ik (1sg), pɛr-im (2sg), pɛn-na (3sg); pɛr~pɛr-na (plural, 3sg)"
lote1237-1-368_finger-1,,lote1237-1,368_finger,pɛr- kukana,pɛr- kukana,p ɛ r + + k u k a n a,‘hand-POSS digit-3SG’,Barlow2024,,,^ p ɛ r - + k u k a n a $,default,"pɛr-ik kuka-na (1sg), pɛr-im kuka-na (2sg), pɛn-na kuka-na (3sg)"
lote1237-1-369_fingernail-1,,lote1237-1,369_fingernail,pɛr- tuaulina,pɛr- tuaulina,p ɛ r + + t u a u l i n a,‘hand-POSS nail-3SG’,Barlow2024,,,^ p ɛ r - + t u a u l i n a $,default,"pɛr-ik tuauli-na (1sg), pɛr-im tuauli-na (2sg), pɛn-na tuauli-na (3sg)"
lote1237-1-370_branchesplural-1,,lote1237-1,370_branchesplural,pɛrpɛr-,pɛrpɛr-,p ɛ r p ɛ r +,"reduplicative plural of /pɛr-/ ‘arm, hand; branch’",Barlow2024,,,^ p ɛ r p ɛ r - $,default,pɛrpɛr-na (3sg)
lote1237-1-371_tosing-1,,lote1237-1,371_tosing,pɛu,pɛu,p ɛ u,,Barlow2024,,,^ p ɛ u $,default,
lote1237-1-372_flyingfoxbat-1,,lote1237-1,372_flyingfoxbat,piaŋa,piaŋa,p i a ŋ a,,Barlow2024,,,^ p i a ŋ a $,default,
lote1237-1-373_fernsp-1,,lote1237-1,373_fernsp,pilɛm,pilɛm,p i l ɛ m,,Barlow2024,,,^ p i l ɛ m $,default,
